Long Station Name,Collection Date,EC,Sacramento X2,Location,WYT,TDS
C10A - San Joaquin River near Vernalis @ SJR Club,2/7/2018,670,72,SJRcorridor,BN,373.5
Sugar Cut downstream of Tom Paine Slough,2/13/2018,838,75,SouthDelta,BN,457
Paradise Cut,2/13/2018,563,75,SouthDelta,BN,318
Old River near Doughty Cut - ORX,2/13/2018,511,75,SouthDelta,BN,290
C10A - San Joaquin River near Vernalis @ SJR Club,2/20/2018,494,73,SJRcorridor,BN,275
Old River near Doughty Cut - ORX,3/28/2018,201.6,59,SouthDelta,BN,124
Middle River @ Union Point - P10A,4/9/2018,358,54.04390508,OMR,BN,186
Middle River @ Union Point - P10A,4/9/2018,358,54.04390508,SouthDelta,BN,186
Middle River @ Union Point - P10A,4/9/2018,365.4,56,OMR,BN,186
C10A - San Joaquin River near Vernalis @ SJR Club,4/11/2018,178,58,SJRcorridor,BN,99
C10A - San Joaquin River near Vernalis @ SJR Club,4/23/2018,284.2,62,SJRcorridor,BN,158
Old River near Doughty Cut - ORX,5/1/2018,258.4,66,SouthDelta,BN,150
Middle River @ Union Point - P10A,5/7/2018,352,64.92049336,OMR,BN,196
Middle River @ Union Point - P10A,5/7/2018,352,64.92049336,SouthDelta,BN,196
Middle River @ Union Point - P10A,5/7/2018,354,66,OMR,BN,196
C10A - San Joaquin River near Vernalis @ SJR Club,5/7/2018,132,66,SJRcorridor,BN,77
C10A - San Joaquin River near Vernalis @ SJR Club,5/21/2018,192,73,SJRcorridor,BN,107
Sugar Cut downstream of Tom Paine Slough,5/24/2018,473,73,SouthDelta,BN,272.5
Paradise Cut,5/24/2018,443,73,SouthDelta,BN,242
Old River near Doughty Cut - ORX,5/24/2018,195,73,SouthDelta,BN,113
C10A - San Joaquin River near Vernalis @ SJR Club,6/4/2018,441,73,SJRcorridor,BN,240
Middle River @ Union Point - P10A,6/5/2018,286.4,73,OMR,BN,157
Middle River @ Union Point - P10A,6/5/2018,284,74.73149108,OMR,BN,157
Middle River @ Union Point - P10A,6/5/2018,284,74.73149108,SouthDelta,BN,157
Old River near Doughty Cut - ORX,6/6/2018,398,73,SouthDelta,BN,222
SGA,6/20/2018,664,81,SouthDelta,BN,373
PDC,6/20/2018,855,81,SouthDelta,BN,501
Middle River @ Union Point - P10A,7/9/2018,246,82.60710477,OMR,BN,136
Middle River @ Union Point - P10A,7/9/2018,246,82.60710477,SouthDelta,BN,136
Middle River @ Union Point - P10A,8/6/2018,197,82.35063213,OMR,BN,110
Middle River @ Union Point - P10A,8/6/2018,197,82.35063213,SouthDelta,BN,110
Middle River @ Union Point - P10A,9/10/2018,346,84.8982076,OMR,BN,192
Middle River @ Union Point - P10A,9/10/2018,346,84.8982076,SouthDelta,BN,192
OH1,1/8/2019,940,79,SouthDelta,W,543
ORX,1/8/2019,944,79,SouthDelta,W,544
GLE,1/8/2019,977,79,SouthDelta,W,558
Paradise Cut Upstream,1/15/2019,2111,77,SouthDelta,W,1350
Sugar Cut downstream of Tom Paine Slough,1/15/2019,1150,77,SouthDelta,W,743
Old River at Tracy Wildlife Association,1/15/2019,972,77,SouthDelta,W,615
Paradise Cut,1/15/2019,811,77,SouthDelta,W,495
PDUP,1/15/2019,2110,77,SouthDelta,W,1350
SGA,1/15/2019,1170,77,SouthDelta,W,743
PDC,1/15/2019,822,77,SouthDelta,W,495
TWA,1/15/2019,977,77,SouthDelta,W,615
Old River below Headwaters,1/30/2019,932,63,SJRcorridor,W,538
Old River near Doughty Cut - ORX,1/30/2019,916,63,SouthDelta,W,537
Grant Line Canal East,1/30/2019,879,63,SouthDelta,W,506
OH1,1/30/2019,944,63,SouthDelta,W,538
ORX,1/30/2019,928,63,SouthDelta,W,537
GLE,1/30/2019,891,63,SouthDelta,W,506
Middle River @ Union Point - P10A,2/4/2019,395.8,68,OMR,W,240
Old River below Headwaters,5/1/2019,185.9,57,SJRcorridor,W,108
Old River near Doughty Cut - ORX,5/1/2019,184.9,57,SouthDelta,W,108
Grant Line Canal East,5/1/2019,190.3,57,SouthDelta,W,107
OH1,5/1/2019,188,57,SouthDelta,W,108
ORX,5/1/2019,187,57,SouthDelta,W,108
GLE,5/1/2019,192,57,SouthDelta,W,107
Middle River @ Union Point - P10A,5/8/2019,265.1,58,OMR,W,148
C10A - San Joaquin River near Vernalis @ SJR Club,5/8/2019,115.7,58,SJRcorridor,W,68
Grant Line Canal East,5/29/2019,88.8,61,SouthDelta,W,59
Old River near Doughty Cut - ORX,5/29/2019,82.3,61,SouthDelta,W,54
Old River below Headwaters,5/29/2019,78.3,61,SJRcorridor,W,51
OH1,5/29/2019,79,61,SouthDelta,W,51
ORX,5/29/2019,83,61,SouthDelta,W,54
GLE,5/29/2019,90,61,SouthDelta,W,59
Middle River @ Union Point - P10A,6/6/2019,173,57,OMR,W,97
C10A - San Joaquin River near Vernalis @ SJR Club,6/6/2019,77.8,57,SJRcorridor,W,52
Paradise Cut Upstream,6/12/2019,233.8,62,SouthDelta,W,132
Old River at Tracy Wildlife Association,6/12/2019,105.4,62,SouthDelta,W,66
PDUP,6/12/2019,233,62,SouthDelta,W,132
TWA,6/12/2019,107,62,SouthDelta,W,66
Sugar Cut downstream of Tom Paine Slough,6/25/2019,125.7,67,SouthDelta,W,76
Paradise Cut,6/25/2019,110.3,67,SouthDelta,W,69
Grant Line Canal East,6/25/2019,106,67,SouthDelta,W,62
Old River near Doughty Cut - ORX,6/25/2019,105.1,67,SouthDelta,W,62
Old River below Headwaters,6/25/2019,107.6,67,SJRcorridor,W,61
OH1,6/25/2019,107,67,SouthDelta,W,61
ORX,6/25/2019,105,67,SouthDelta,W,62
GLE,6/25/2019,104.5,67,SouthDelta,W,62
PDC,6/25/2019,109,67,SouthDelta,W,69
SGA,6/25/2019,128,67,SouthDelta,W,76
Old River at Tracy Wildlife Association,7/1/2019,303.9,72,SouthDelta,W,172
TWA,7/1/2019,304.5,72,SouthDelta,W,172
C10A - San Joaquin River near Vernalis @ SJR Club,7/8/2019,427,73,SJRcorridor,W,237
Paradise Cut,7/9/2019,870,72,SouthDelta,W,473
Sugar Cut downstream of Tom Paine Slough,7/9/2019,620,72,SouthDelta,W,339
Grant Line Canal East,7/9/2019,452.8,72,SouthDelta,W,256
Old River below Headwaters,7/9/2019,444.2,72,SJRcorridor,W,246
Old River near Doughty Cut - ORX,7/9/2019,421.3,72,SouthDelta,W,233
OH1,7/9/2019,443,72,SouthDelta,W,246
ORX,7/9/2019,422,72,SouthDelta,W,233
GLE,7/9/2019,454,72,SouthDelta,W,256
PDC,7/9/2019,814,72,SouthDelta,W,473
SGA,7/9/2019,606,72,SouthDelta,W,339
Paradise Cut Upstream,7/24/2019,1880,74,SouthDelta,W,1180
Old River at Tracy Wildlife Association,7/24/2019,383.4,74,SouthDelta,W,217
PDUP,7/24/2019,1860,74,SouthDelta,W,1180
TWA,7/24/2019,383,74,SouthDelta,W,217
OH1,8/6/2019,415,81,SouthDelta,W,237
ORX,8/6/2019,343,81,SouthDelta,W,225
GLE,8/6/2019,398,81,SouthDelta,W,221
PDC,8/6/2019,412,81,SouthDelta,W,228
SGA,8/6/2019,430,81,SouthDelta,W,240
Paradise Cut Upstream,8/21/2019,1501,73,SouthDelta,W,924
Old River at Tracy Wildlife Association,8/21/2019,232.7,73,SouthDelta,W,138
PDUP,8/21/2019,1470,73,SouthDelta,W,924
TWA,8/21/2019,231,73,SouthDelta,W,138
C10A - San Joaquin River near Vernalis @ SJR Club,9/3/2019,212.1,73,SJRcorridor,W,123
Paradise Cut,9/4/2019,615,73,SouthDelta,W,294
Sugar Cut downstream of Tom Paine Slough,9/4/2019,271.5,73,SouthDelta,W,143
Old River below Headwaters,9/4/2019,237.6,73,SJRcorridor,W,136
Grant Line Canal East,9/4/2019,235.8,73,SouthDelta,W,135
Old River near Doughty Cut - ORX,9/4/2019,236.2,73,SouthDelta,W,135
OH1,9/4/2019,237,73,SouthDelta,W,136
ORX,9/4/2019,238,73,SouthDelta,W,135
GLE,9/4/2019,237,73,SouthDelta,W,135
PDC,9/4/2019,533,73,SouthDelta,W,294
SGA,9/4/2019,252,73,SouthDelta,W,143
Paradise Cut Upstream,9/11/2019,1204,72,SouthDelta,W,684
Old River at Tracy Wildlife Association,9/11/2019,337.6,72,SouthDelta,W,190
PDUP,9/11/2019,1190,72,SouthDelta,W,684
TWA,9/11/2019,336,72,SouthDelta,W,190
Paradise Cut,9/25/2019,966,76,SouthDelta,W,425
Sugar Cut downstream of Tom Paine Slough,9/25/2019,255.7,76,SouthDelta,W,124
Old River below Headwaters,9/25/2019,186.1,76,SJRcorridor,W,104
Grant Line Canal East,9/25/2019,182.8,76,SouthDelta,W,104
Old River near Doughty Cut - ORX,9/25/2019,180.2,76,SouthDelta,W,103
OH1,9/25/2019,184,76,SouthDelta,W,104
ORX,9/25/2019,180,76,SouthDelta,W,103
GLE,9/25/2019,183,76,SouthDelta,W,104
PDC,9/25/2019,752,76,SouthDelta,W,425
SGA,9/25/2019,215,76,SouthDelta,W,124
Paradise Cut Upstream,10/2/2019,1439,74,SouthDelta,D,892
Old River at Tracy Wildlife Association,10/2/2019,215.7,74,SouthDelta,D,125
PDUP,10/2/2019,1430,74,SouthDelta,D,892
TWA,10/2/2019,220,74,SouthDelta,D,125
C10A - San Joaquin River near Vernalis @ SJR Club,10/7/2019,336,73,SJRcorridor,D,198
Middle River @ Union Point - P10A,10/7/2019,214.9,73,OMR,D,124
Paradise Cut Upstream,10/29/2019,1587,75,SouthDelta,D,919
Old River at Tracy Wildlife Association,10/29/2019,277.2,75,SouthDelta,D,159
PDUP,10/29/2019,1580,75,SouthDelta,D,919
TWA,10/29/2019,281,75,SouthDelta,D,159
Paradise Cut,11/6/2019,747,81,SouthDelta,D,379
Sugar Cut downstream of Tom Paine Slough,11/6/2019,564,81,SouthDelta,D,309
C10A - San Joaquin River near Vernalis @ SJR Club,11/6/2019,484.7,81,SJRcorridor,D,279
Old River below Headwaters,11/6/2019,465.9,81,SJRcorridor,D,263
Old River near Doughty Cut - ORX,11/6/2019,432.2,81,SouthDelta,D,246
Grant Line Canal East,11/6/2019,415.3,81,SouthDelta,D,242
Middle River @ Union Point - P10A,11/6/2019,238.1,81,OMR,D,137
OH1,11/6/2019,470,81,SouthDelta,D,263
ORX,11/6/2019,438,81,SouthDelta,D,246
GLE,11/6/2019,418,81,SouthDelta,D,242
PDC,11/6/2019,671,81,SouthDelta,D,379
SGA,11/6/2019,549,81,SouthDelta,D,309
Sugar Cut downstream of Tom Paine Slough,1/2/2020,750,76,SouthDelta,D,423
Grant Line Canal East,1/2/2020,696,76,SouthDelta,D,397
Old River below Headwaters,1/2/2020,676,76,SJRcorridor,D,387
Paradise Cut,1/2/2020,673,76,SouthDelta,D,387
Old River near Doughty Cut - ORX,1/2/2020,674,76,SouthDelta,D,386
OH1,1/2/2020,682,76,SouthDelta,D,387
ORX,1/2/2020,681,76,SouthDelta,D,386
GLE,1/2/2020,699,76,SouthDelta,D,397
PDC,1/2/2020,679,76,SouthDelta,D,387
SGA,1/2/2020,749,76,SouthDelta,D,423
Paradise Cut Upstream,2/4/2020,1921,73,SouthDelta,D,1150
Old River at Tracy Wildlife Association,2/4/2020,752,73,SouthDelta,D,427
PDUP,2/4/2020,1920,73,SouthDelta,D,1150
TWA,2/4/2020,760,73,SouthDelta,D,427
C10A - San Joaquin River near Vernalis @ SJR Club,2/6/2020,393.4,77,SJRcorridor,D,220
Middle River @ Union Point - P10A,2/6/2020,374.9,77,OMR,D,210
Sugar Cut downstream of Tom Paine Slough,2/19/2020,898,77,SouthDelta,D,515
Paradise Cut,2/19/2020,816,77,SouthDelta,D,465
PDC,2/19/2020,821,77,SouthDelta,D,465
SGA,2/19/2020,902.5,77,SouthDelta,D,515
Paradise Cut Upstream,3/4/2020,1832,79,SouthDelta,D,1110
Old River at Tracy Wildlife Association,3/4/2020,492.1,79,SouthDelta,D,279
PDUP,3/4/2020,1820,79,SouthDelta,D,1110
TWA,3/4/2020,494,79,SouthDelta,D,279
Paradise Cut Upstream,4/7/2020,1982,77,SouthDelta,D,1180
Old River at Tracy Wildlife Association,4/7/2020,999,77,SouthDelta,D,570
PDUP,4/7/2020,1972,77,SouthDelta,D,1180
TWA,4/7/2020,996,77,SouthDelta,D,570
Sugar Cut downstream of Tom Paine Slough,4/21/2020,1001,73,SouthDelta,D,569
Paradise Cut,4/21/2020,888,73,SouthDelta,D,512
Grant Line Canal East,4/21/2020,370.7,73,SouthDelta,D,208
Old River below Headwaters,4/21/2020,343.5,73,SJRcorridor,D,193
Old River near Doughty Cut - ORX,4/21/2020,347.2,73,SouthDelta,D,193
GLE,4/21/2020,372,73,SouthDelta,D,208
ORX,4/21/2020,349,73,SouthDelta,D,193
OH1,4/21/2020,345,73,SouthDelta,D,193
PDC,4/21/2020,916.5,73,SouthDelta,D,512
SGA,4/21/2020,976,73,SouthDelta,D,569
Paradise Cut Upstream,4/29/2020,931,75,SouthDelta,D,520
Old River at Tracy Wildlife Association,4/29/2020,674,75,SouthDelta,D,384
PDUP,4/29/2020,908,75,SouthDelta,D,520
TWA,4/29/2020,676,75,SouthDelta,D,384
PDUP,5/18/2020,1540,81,SouthDelta,D,923
Old River near Doughty Cut - ORX,6/16/2020,253.9,80,SouthDelta,D,147.5
ORX,6/16/2020,254,80,SouthDelta,D,147.5
Paradise Cut Upstream,6/17/2020,1393,80,SouthDelta,D,833
PDUP,6/17/2020,1410,80,SouthDelta,D,833
Old River at Tracy Wildlife Association,1/4/2022,616,65,SouthDelta,C,346
Sugar Cut downstream of Tom Paine Slough,1/12/2022,1667,70,SouthDelta,C,986
Paradise Cut,1/12/2022,821,70,SouthDelta,C,459
Grant Line Canal East,1/12/2022,678,70,SouthDelta,C,394
Old River below Headwaters,1/12/2022,660,70,SJRcorridor,C,383
Old River near Doughty Cut - ORX,1/12/2022,663,70,SouthDelta,C,379
Paradise Cut Upstream,1/19/2022,2987,74,SouthDelta,C,1790
Sugar Cut downstream of Tom Paine Slough,1/25/2022,1500,76,SouthDelta,C,911
Paradise Cut,1/25/2022,778,76,SouthDelta,C,448
Old River at Tracy Wildlife Association,2/8/2022,824,76,SouthDelta,C,471
Paradise Cut Upstream,2/9/2022,1694,77,SouthDelta,C,925
Middle River @ Union Point - P10A,2/9/2022,354.6,77,OMR,C,204
C10A - San Joaquin River near Vernalis @ SJR Club,2/9/2022,307.6,77,SJRcorridor,C,174
Grant Line Canal East,3/1/2022,559,78,SouthDelta,C,307
Old River below Headwaters,3/1/2022,508,78,SJRcorridor,C,280
Old River near Doughty Cut - ORX,3/1/2022,480.8,78,SouthDelta,C,266
Middle River @ Union Point - P10A,3/10/2022,417,74,OMR,C,242
C10A - San Joaquin River near Vernalis @ SJR Club,3/10/2022,415.8,74,SJRcorridor,C,237
Paradise Cut Upstream,3/14/2022,3443,78,SouthDelta,C,2120
Old River at Tracy Wildlife Association,3/15/2022,935,79,SouthDelta,C,528
Sugar Cut downstream of Tom Paine Slough,3/16/2022,978,79,SouthDelta,C,549.5
Paradise Cut,3/16/2022,993,79,SouthDelta,C,460
C10A - San Joaquin River near Vernalis @ SJR Club,4/5/2022,622,81,SJRcorridor,C,356
Middle River @ Union Point - P10A,4/5/2022,400.6,81,OMR,C,222
Grant Line Canal East,4/7/2022,766,80,SouthDelta,C,431
Old River near Doughty Cut - ORX,4/7/2022,679,80,SouthDelta,C,378
Old River below Headwaters,4/7/2022,679,80,SJRcorridor,C,377
